run_id,npz_name,source_kind,source_path,source_member,experiment,status,run_kind,timestamp_utc,sample_rate_hz_requested,sample_rate_hz_actual,sample_rate_error_hz,signal_frequency_hz,signal_frequency_measured_hz,fir_mode,power_tier_dbm,nblocks_requested,stale_blocks_dropped,nblocks_saved,nsamples,device_index,direct,gain_db,adc_mean_block_rms,adc_max,adc_min,adc_is_clipped,adc_passes_guard,guard_attempts,array_nblocks,array_nsamples,qc_has_required_metadata,qc_has_adc_shape,qc_nblocks_policy_ok,qc_status_ok,qc_analysis_pass,qc_recommended_pass,qc_reason
e2_sr1000000_f12414_idx02_fir_default__pm10p0,e2_sr1000000_f12414_idx02_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f12414_idx02_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:03:47.082052+00:00,1000000.0,1000000.026490954,0.02649095398373902,12414.224406162486,12414.224406162486,default,-10.0,6,1,5,2048,0,True,0.0,46.688019914967654,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f12414_idx02_fir_default__pm30p0,e2_sr1000000_f12414_idx02_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f12414_idx02_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:19.601241+00:00,1000000.0,1000000.026490954,0.02649095398373902,12414.224406162486,12414.224406162486,default,-30.0,6,1,5,2048,0,True,0.0,2.7459161971939468,6,-9,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f1297749_idx45_fir_default__pm30p0,e2_sr1000000_f1297749_idx45_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f1297749_idx45_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:12:08.231908+00:00,1000000.0,1000000.026490954,0.02649095398373902,1297749.3270429138,1297749.3270429138,default,-30.0,6,1,5,2048,0,True,0.0,11.782360125345111,-8,-16,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f133978_idx24_fir_default__pm10p0,e2_sr1000000_f133978_idx24_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f133978_idx24_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:10.480124+00:00,1000000.0,1000000.026490954,0.02649095398373902,133978.4965202442,133978.4965202442,default,-10.0,6,1,5,2048,0,True,0.0,121.81785068664408,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f133978_idx24_fir_default__pm30p0,e2_sr1000000_f133978_idx24_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f133978_idx24_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:45.379445+00:00,1000000.0,1000000.026490954,0.02649095398373902,133978.4965202442,133978.4965202442,default,-30.0,6,1,5,2048,0,True,0.0,111.15863716328897,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f13832_idx03_fir_default__pm10p0,e2_sr1000000_f13832_idx03_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f13832_idx03_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:03:51.797358+00:00,1000000.0,1000000.026490954,0.02649095398373902,13831.821874819982,13831.821874819982,default,-10.0,6,1,5,2048,0,True,0.0,50.14536568378461,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f13832_idx03_fir_default__pm30p0,e2_sr1000000_f13832_idx03_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f13832_idx03_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:24.319426+00:00,1000000.0,1000000.026490954,0.02649095398373902,13831.821874819982,13831.821874819982,default,-30.0,6,1,5,2048,0,True,0.0,3.3224442813400636,8,-9,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f1445941_idx46_fir_default__pm30p0,e2_sr1000000_f1445941_idx46_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f1445941_idx46_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:12:11.145247+00:00,1000000.0,1000000.026490954,0.02649095398373902,1445941.1190371693,1445941.1190371693,default,-30.0,6,1,5,2048,0,True,0.0,11.546132147561254,-7,-16,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f149278_idx25_fir_default__pm10p0,e2_sr1000000_f149278_idx25_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f149278_idx25_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:15.195435+00:00,1000000.0,1000000.026490954,0.02649095398373902,149277.68649036897,149277.68649036897,default,-10.0,6,1,5,2048,0,True,0.0,121.34606741211039,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f149278_idx25_fir_default__pm30p0,e2_sr1000000_f149278_idx25_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f149278_idx25_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:50.089708+00:00,1000000.0,1000000.026490954,0.02649095398373902,149277.68649036897,149277.68649036897,default,-30.0,6,1,5,2048,0,True,0.0,112.89535598384882,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f15411_idx04_fir_default__pm10p0,e2_sr1000000_f15411_idx04_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f15411_idx04_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:03:56.502520+00:00,1000000.0,1000000.026490954,0.02649095398373902,15411.296760656,15411.296760656,default,-10.0,6,1,5,2048,0,True,0.0,55.06038730937011,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f15411_idx04_fir_default__pm30p0,e2_sr1000000_f15411_idx04_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f15411_idx04_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:29.030427+00:00,1000000.0,1000000.026490954,0.02649095398373902,15411.296760656,15411.296760656,default,-30.0,6,1,5,2048,0,True,0.0,4.091408428597922,9,-11,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f1611055_idx47_fir_default__pm30p0,e2_sr1000000_f1611055_idx47_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f1611055_idx47_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:12:14.059473+00:00,1000000.0,1000000.026490954,0.02649095398373902,1611055.1368857082,1611055.1368857082,default,-30.0,6,1,5,2048,0,True,0.0,11.110167988718283,-4,-15,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f166324_idx26_fir_default__pm10p0,e2_sr1000000_f166324_idx26_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f166324_idx26_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:19.910440+00:00,1000000.0,1000000.026490954,0.02649095398373902,166323.9121402571,166323.9121402571,default,-10.0,6,1,5,2048,0,True,0.0,120.32479988583472,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f166324_idx26_fir_default__pm30p0,e2_sr1000000_f166324_idx26_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f166324_idx26_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:54.810342+00:00,1000000.0,1000000.026490954,0.02649095398373902,166323.9121402571,166323.9121402571,default,-30.0,6,1,5,2048,0,True,0.0,113.90387089339197,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f17171_idx05_fir_default__pm10p0,e2_sr1000000_f17171_idx05_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f17171_idx05_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:01.213304+00:00,1000000.0,1000000.026490954,0.02649095398373902,17171.134070008236,17171.134070008236,default,-10.0,6,1,5,2048,0,True,0.0,60.546881240705474,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f17171_idx05_fir_default__pm30p0,e2_sr1000000_f17171_idx05_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f17171_idx05_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:33.748735+00:00,1000000.0,1000000.026490954,0.02649095398373902,17171.134070008236,17171.134070008236,default,-30.0,6,1,5,2048,0,True,0.0,5.165131253651898,11,-12,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f1795024_idx48_fir_default__pm30p0,e2_sr1000000_f1795024_idx48_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f1795024_idx48_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:12:16.982604+00:00,1000000.0,1000000.026490954,0.02649095398373902,1795023.7529825086,1795023.7529825086,default,-30.0,6,1,5,2048,0,True,0.0,10.495020916698936,-7,-14,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f185317_idx27_fir_default__pm10p0,e2_sr1000000_f185317_idx27_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f185317_idx27_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:24.632242+00:00,1000000.0,1000000.026490954,0.02649095398373902,185316.66989242064,185316.66989242064,default,-10.0,6,1,5,2048,0,True,0.0,118.54297197189862,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f185317_idx27_fir_default__pm30p0,e2_sr1000000_f185317_idx27_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f185317_idx27_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:59.526777+00:00,1000000.0,1000000.026490954,0.02649095398373902,185316.66989242064,185316.66989242064,default,-30.0,6,1,5,2048,0,True,0.0,114.60243724931922,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f19132_idx06_fir_default__pm10p0,e2_sr1000000_f19132_idx06_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f19132_idx06_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:05.928499+00:00,1000000.0,1000000.026490954,0.02649095398373902,19131.929637674857,19131.929637674857,default,-10.0,6,1,5,2048,0,True,0.0,75.66506317500061,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f19132_idx06_fir_default__pm30p0,e2_sr1000000_f19132_idx06_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f19132_idx06_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:38.456881+00:00,1000000.0,1000000.026490954,0.02649095398373902,19131.929637674857,19131.929637674857,default,-30.0,6,1,5,2048,0,True,0.0,6.3111890180034536,12,-14,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f2000000_idx49_fir_default__pm30p0,e2_sr1000000_f2000000_idx49_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f2000000_idx49_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:12:19.901461+00:00,1000000.0,1000000.026490954,0.02649095398373902,2000000.0,2000000.0,default,-30.0,6,1,5,2048,0,True,0.0,10.18297131440997,-6,-12,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f206478_idx28_fir_default__pm10p0,e2_sr1000000_f206478_idx28_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f206478_idx28_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:29.341380+00:00,1000000.0,1000000.026490954,0.02649095398373902,206478.23694200048,206478.23694200048,default,-10.0,6,1,5,2048,0,True,0.0,116.83973276504105,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f206478_idx28_fir_default__pm30p0,e2_sr1000000_f206478_idx28_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f206478_idx28_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:04.240030+00:00,1000000.0,1000000.026490954,0.02649095398373902,206478.23694200048,206478.23694200048,default,-30.0,6,1,5,2048,0,True,0.0,114.7345262669337,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f21317_idx07_fir_default__pm10p0,e2_sr1000000_f21317_idx07_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f21317_idx07_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:10.638150+00:00,1000000.0,1000000.026490954,0.02649095398373902,21316.6311653384,21316.6311653384,default,-10.0,6,1,5,2048,0,True,0.0,84.94677239046646,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f21317_idx07_fir_default__pm30p0,e2_sr1000000_f21317_idx07_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f21317_idx07_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:09:43.196153+00:00,1000000.0,1000000.026490954,0.02649095398373902,21316.6311653384,21316.6311653384,default,-30.0,6,1,5,2048,0,True,0.0,8.00840215537001,15,-15,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1000000_f230056_idx29_fir_default__pm10p0,e2_sr1000000_f230056_idx29_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f230056_idx29_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:34.059280+00:00,1000000.0,1000000.026490954,0.02649095398373902,230056.27262472452,230056.27262472452,default,-10.0,6,1,5,2048,0,True,0.0,116.67684669435911,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f230056_idx29_fir_default__pm30p0,e2_sr1000000_f230056_idx29_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f230056_idx29_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:08.957317+00:00,1000000.0,1000000.026490954,0.02649095398373902,230056.27262472452,230056.27262472452,default,-30.0,6,1,5,2048,0,True,0.0,115.22968574754277,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f23751_idx08_fir_default__pm10p0,e2_sr1000000_f23751_idx08_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f23751_idx08_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:15.356144+00:00,1000000.0,1000000.026490954,0.02649095398373902,23750.80678450066,23750.80678450066,default,-10.0,6,1,5,2048,0,True,0.0,93.34312036594136,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f23751_idx08_fir_default__pm30p0,e2_sr1000000_f23751_idx08_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f23751_idx08_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:09:46.113092+00:00,1000000.0,1000000.026490954,0.02649095398373902,23750.80678450066,23750.80678450066,default,-30.0,6,1,5,2048,0,True,0.0,10.016888604968539,18,-19,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f256327_idx30_fir_default__pm10p0,e2_sr1000000_f256327_idx30_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f256327_idx30_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:38.771715+00:00,1000000.0,1000000.026490954,0.02649095398373902,256326.71683867776,256326.71683867776,default,-10.0,6,1,5,2048,0,True,0.0,117.19898233909149,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f256327_idx30_fir_default__pm30p0,e2_sr1000000_f256327_idx30_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f256327_idx30_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:13.666965+00:00,1000000.0,1000000.026490954,0.02649095398373902,256326.71683867776,256326.71683867776,default,-30.0,6,1,5,2048,0,True,0.0,115.74388320816544,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f26463_idx09_fir_default__pm10p0,e2_sr1000000_f26463_idx09_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f26463_idx09_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:20.064128+00:00,1000000.0,1000000.026490954,0.02649095398373902,26462.94428699078,26462.94428699078,default,-10.0,6,1,5,2048,0,True,0.0,100.7941436957952,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f26463_idx09_fir_default__pm30p0,e2_sr1000000_f26463_idx09_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f26463_idx09_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:09:49.024265+00:00,1000000.0,1000000.026490954,0.02649095398373902,26462.94428699078,26462.94428699078,default,-30.0,6,1,5,2048,0,True,0.0,12.468143304687924,22,-21,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f285597_idx31_fir_default__pm10p0,e2_sr1000000_f285597_idx31_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f285597_idx31_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:43.483346+00:00,1000000.0,1000000.026490954,0.02649095398373902,285597.0194408625,285597.0194408625,default,-10.0,6,1,5,2048,0,True,0.0,117.45655275425172,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f285597_idx31_fir_default__pm30p0,e2_sr1000000_f285597_idx31_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f285597_idx31_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:18.386855+00:00,1000000.0,1000000.026490954,0.02649095398373902,285597.0194408625,285597.0194408625,default,-30.0,6,1,5,2048,0,True,0.0,116.17780757055752,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
